merchant_name,category,zipcode,payment_type,transaction_amount,date_posted
Pizza Hot,Entertainment,85265,Discover,713.4,9/21/2014
Pizza Hot,Entertainment,85265,Discover,0,9/21/2014
Pizza Hot,Hobby,85265,Discover,0,9/21/2014
Ray's Pizza,Education,85121,VISA,223.96,9/21/2014
Pizza Hot,Hobby,85265,MA,859,9/21/2014
Ray's Pizza,Hobby,85265,Discover,224,9/21/2014
Ray's Pizza,Hobby,85265,MA,224,9/21/2014
Pizza Hot,Entertainment,85265,VISA,591,9/21/2014
Pizza Hot,Entertainment,85265,VISA,111,9/21/2014
Ray's Pizza,Food and Restaurent,85265,Discover,224,9/21/2014
Ray's Pizza,Hobby,85265,MA,224,9/21/2014
Ray's Pizza,Food and Restaurent,85265,MA,224.54,9/21/2014
Ray's Pizza,Hobby,85265,Discover,225,9/21/2014
Ray's Pizza,Food and Restaurent,85121,MA,225,9/21/2014
Ray's Pizza,Food and Restaurent,85121,MA,225,9/21/2014
Pizza Hot,Food and Restaurent,85265,MA,368,9/21/2014
Ray's Pizza,Food and Restaurent,85265,VISA,225,9/21/2014
Pizza Hot,Hobby,85265,Discover,149,9/21/2014
Pizza Hot,Entertainment,85265,VISA,1637.29,9/21/2014
Ray's Pizza,Food and Restaurent,85265,MA,226,9/21/2014
Ray's Pizza,Food and Restaurent,85265,MA,226,9/21/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,9/21/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,9/21/2014
Ray's Pizza,Food and Restaurent,85265,MA,226.32,9/21/2014
Ray's Pizza,Hobby,85265,Discover,226.32,9/21/2014
Pizza Hot,Food and Restaurent,85265,Discover,64,9/22/2014
Pizza Hot,Entertainment,85265,VISA,414,9/22/2014
Pizza Hot,Food and Restaurent,85265,VISA,336,9/22/2014
Pizza Hot,Gamble,85265,Discover,0,9/22/2014
Ray's Pizza,Hobby,85265,VISA,227,9/22/2014
Ray's Pizza,Hobby,85265,MA,227,9/22/2014
Pizza Hot,Entertainment,85265,Discover,0,9/22/2014
Pizza Hot,Hobby,85265,Discover,0,9/22/2014
Pizza Hot,Gamble,85265,MA,530,9/22/2014
Pizza Hot,Gamble,85265,Discover,255,9/22/2014
Pizza Hot,Education,85265,Discover,0,9/22/2014
Ray's Pizza,Food and Restaurent,85265,VISA,227,9/22/2014
Pizza Hot,Gamble,85265,Discover,249,9/22/2014
Pizza Hot,Food and Restaurent,85265,MA,685,9/22/2014
Pizza Hot,Food and Restaurent,85265,Discover,170,9/22/2014
Ray's Pizza,Food and Restaurent,85265,VISA,227,9/22/2014
Pizza Hot,Education,85265,MA,176,9/22/2014
Ray's Pizza,Food and Restaurent,85265,VISA,227.56,9/22/2014
Pizza Hot,Entertainment,85265,MA,362,9/22/2014
Ray's Pizza,Food and Restaurent,85265,VISA,228,9/22/2014
Pizza Hot,Education,85265,MA,0,9/23/2014
Pizza Hot,Food and Restaurent,85265,MA,292.1,9/23/2014
Pizza Hot,Education,85265,MA,243,9/23/2014
Pizza Hot,Education,85265,MA,0,9/23/2014
Pizza Hot,Food and Restaurent,85265,MA,134,9/23/2014
Pizza Hot,Education,85265,MA,265,9/23/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,9/23/2014
Pizza Hot,Food and Restaurent,85265,Discover,240,9/24/2014
Pizza Hot,Entertainment,85265,MA,1093,9/24/2014
Pizza Hot,Food and Restaurent,85265,Discover,285.26,9/24/2014
Pizza Hot,Entertainment,85265,Discover,0,9/24/2014
Ray's Pizza,Entertainment,85121,Discover,228,9/24/2014
Pizza Hot,Entertainment,85265,AMX,216,9/24/2014
Pizza Hot,Food and Restaurent,85265,Discover,264,9/24/2014
Ray's Pizza,Food and Restaurent,85265,MA,228,9/24/2014
Pizza Hot,Hobby,85265,VISA,975,9/24/2014
Pizza Hot,Entertainment,85265,MA,290,9/25/2014
Pizza Hot,Food and Restaurent,85265,Discover,492.53,9/25/2014
Pizza Hot,Gamble,85265,MA,73.97,9/25/2014
Pizza Hot,Food and Restaurent,85265,MA,264,9/25/2014
Pizza Hot,Food and Restaurent,85265,MA,215,9/25/2014
Pizza Hot,Gamble,85265,VISA,342,9/25/2014
Ray's Pizza,Food and Restaurent,85265,MA,228,9/25/2014
Pizza Hot,Hobby,85265,Discover,286,9/26/2014
Pizza Hot,Gamble,85265,Discover,521,9/26/2014
Ray's Pizza,Entertainment,85265,VISA,230,9/26/2014
Ray's Pizza,Hobby,85121,VISA,230.11,9/26/2014
Pizza Hot,Education,85265,Discover,790,9/27/2014
Pizza Hot,Food and Restaurent,85265,VISA,285,9/27/2014
Ray's Pizza,Food and Restaurent,85121,AMX,230.99,9/27/2014
Pizza Hot,Hobby,85265,MA,53,9/27/2014
Pizza Hot,Gamble,85265,MA,187,9/27/2014
Pizza Hot,Food and Restaurent,85265,VISA,529,9/27/2014
Pizza Hot,Hobby,85265,MA,102,9/27/2014
Ray's Pizza,Hobby,85265,AMX,231,9/27/2014
Pizza Hot,Gamble,85265,Discover,0,9/27/2014
Ray's Pizza,Food and Restaurent,85121,VISA,231,9/27/2014
Pizza Hot,Entertainment,85265,MA,0,9/27/2014
Ray's Pizza,Entertainment,85265,Discover,231,9/27/2014
Pizza Hot,Hobby,85265,Discover,0,9/27/2014
Ray's Pizza,Food and Restaurent,85121,MA,232,9/27/2014
Ray's Pizza,Food and Restaurent,85121,VISA,232.49,9/27/2014
Ray's Pizza,Entertainment,85265,VISA,233,9/27/2014
Ray's Pizza,Food and Restaurent,85265,MA,233,9/27/2014
Ray's Pizza,Entertainment,85265,MA,233,9/28/2014
Ray's Pizza,Hobby,85121,MA,233.38,9/28/2014
Pizza Hot,Entertainment,85265,Discover,318,9/28/2014
Ray's Pizza,Food and Restaurent,85265,MA,234,9/28/2014
Pizza Hot,Entertainment,85265,Discover,1224,9/28/2014
Pizza Hot,Gamble,85432,VISA,372.6,9/28/2014
Pizza Hot,Food and Restaurent,85265,Discover,128.49,9/28/2014
Pizza Hot,Food and Restaurent,85265,Discover,169,9/29/2014
Ray's Pizza,Food and Restaurent,85265,AMX,234,9/29/2014
Ray's Pizza,Food and Restaurent,85265,MA,234,9/29/2014
Ray's Pizza,Food and Restaurent,85265,MA,234,9/29/2014
Ray's Pizza,Food and Restaurent,85265,MA,234.6,9/29/2014
Pizza Hot,Food and Restaurent,85265,VISA,0,9/29/2014
Pizza Hot,Food and Restaurent,85265,MA,240,9/29/2014
Pizza Hot,Food and Restaurent,85265,Discover,208,9/30/2014
Pizza Hot,Education,85265,Discover,572,9/30/2014
Pizza Hot,Hobby,85265,MA,667.17,9/30/2014
Pizza Hot,Food and Restaurent,85265,MA,349,9/30/2014
Pizza Hot,Entertainment,85265,MA,241,9/30/2014
Pizza Hot,Food and Restaurent,85265,MA,709,9/30/2014
Pizza Hot,Food and Restaurent,85265,VISA,418,9/30/2014
Ray's Pizza,Hobby,85265,VISA,234.77,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,234.94,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,235,9/30/2014
Pizza Hot,Food and Restaurent,85265,MA,804.27,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,236,9/30/2014
Pizza Hot,Gamble,85265,VISA,514,9/30/2014
Ray's Pizza,Entertainment,85265,MA,236.93,9/30/2014
Ray's Pizza,Food and Restaurent,85265,Discover,237,9/30/2014
Pizza Hot,Food and Restaurent,85265,Discover,108,9/30/2014
Pizza Hot,Hobby,85265,Discover,163,9/30/2014
Pizza Hot,Entertainment,85265,Discover,377,9/30/2014
Ray's Pizza,Food and Restaurent,85121,MA,237,9/30/2014
Pizza Hot,Hobby,85265,Discover,362,9/30/2014
Pizza Hot,Food and Restaurent,85265,MA,282,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,237.04,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,238,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,238,9/30/2014
Ray's Pizza,Food and Restaurent,85265,MA,239,10/1/2014
Ray's Pizza,Food and Restaurent,85265,MA,239,10/1/2014
Ray's Pizza,Food and Restaurent,85265,Discover,239,10/1/2014
Pizza Hot,Gamble,85265,MA,334.65,10/1/2014
Pizza Hot,Food and Restaurent,85432,VISA,510.35,10/1/2014
Ray's Pizza,Food and Restaurent,85265,MA,240,10/1/2014
Ray's Pizza,Food and Restaurent,85121,MA,240.47,10/1/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,10/3/2014
Pizza Hot,Entertainment,85265,VISA,259.33,10/3/2014
Pizza Hot,Hobby,85265,AMX,553,10/3/2014
Pizza Hot,Entertainment,85265,MA,1228,10/3/2014
Pizza Hot,Food and Restaurent,85265,VISA,166.21,10/3/2014
Pizza Hot,Food and Restaurent,85265,VISA,509.28,10/3/2014
Pizza Hot,Food and Restaurent,85265,MA,0,10/3/2014
Pizza Hot,Hobby,85265,VISA,1111,10/3/2014
Ray's Pizza,Food and Restaurent,85265,MA,240.47,10/3/2014
Pizza Hot,Food and Restaurent,85265,Discover,248,10/3/2014
Pizza Hot,Food and Restaurent,85265,VISA,632.75,10/3/2014
Pizza Hot,Gamble,85265,Discover,0,10/4/2014
Pizza Hot,Food and Restaurent,85265,MA,116,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,240.47,10/4/2014
Ray's Pizza,Food and Restaurent,85265,MA,241,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,242,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,243,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,243.37,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,243.88,10/4/2014
Ray's Pizza,Food and Restaurent,85121,MA,244,10/4/2014
Pizza Hot,Food and Restaurent,85265,AMX,371.91,10/4/2014
Pizza Hot,Food and Restaurent,85265,Discover,221,10/4/2014
Ray's Pizza,Food and Restaurent,85265,Discover,244,10/4/2014
Pizza Hot,Entertainment,85265,Discover,2708.77,10/4/2014
Pizza Hot,Hobby,85265,VISA,406,10/4/2014
Pizza Hot,Gamble,85265,Discover,1793,10/5/2014
Pizza Hot,Hobby,85265,AMX,465,10/5/2014
Pizza Hot,Food and Restaurent,85265,VISA,326.86,10/5/2014
Pizza Hot,Food and Restaurent,85265,MA,894,10/5/2014
Ray's Pizza,Food and Restaurent,85265,Discover,244,10/5/2014
Pizza Hot,Food and Restaurent,85265,VISA,335,10/5/2014
Ray's Pizza,Food and Restaurent,85121,MA,245,10/5/2014
Pizza Hot,Gamble,85265,VISA,171,10/5/2014
Ray's Pizza,Food and Restaurent,85265,MA,246,10/5/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,10/5/2014
Pizza Hot,Entertainment,85265,AMX,0,10/5/2014
Pizza Hot,Food and Restaurent,85265,AMX,191,10/5/2014
Ray's Pizza,Hobby,85121,VISA,246,10/5/2014
Pizza Hot,Entertainment,85121,Discover,1498,10/6/2014
Pizza Hot,Food and Restaurent,85265,Discover,169,10/6/2014
Pizza Hot,Entertainment,85265,VISA,833,10/6/2014
Ray's Pizza,Food and Restaurent,85265,VISA,246.67,10/6/2014
Ray's Pizza,Food and Restaurent,85121,VISA,247,10/6/2014
Pizza Hot,Education,85265,Discover,0,10/7/2014
Pizza Hot,Entertainment,85265,MA,911.65,10/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,399,10/7/2014
Pizza Hot,Gamble,85265,MA,465.61,10/7/2014
Ray's Pizza,Entertainment,85265,MA,247.24,10/7/2014
Pizza Hot,Food and Restaurent,85265,MA,0,10/7/2014
Pizza Hot,Food and Restaurent,85265,VISA,421,10/7/2014
Pizza Hot,Entertainment,85265,MA,612.95,10/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,653.89,10/7/2014
Ray's Pizza,Food and Restaurent,85265,Discover,247.24,10/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,71.91,10/7/2014
Ray's Pizza,Food and Restaurent,85265,VISA,247.54,10/7/2014
Pizza Hot,Entertainment,85265,Discover,90,10/7/2014
Ray's Pizza,Food and Restaurent,85265,MA,247.54,10/7/2014
Pizza Hot,Food and Restaurent,85265,MA,390.06,10/7/2014
Pizza Hot,Hobby,85265,MA,169,10/7/2014
Pizza Hot,Entertainment,85121,VISA,0,10/7/2014
Ray's Pizza,Food and Restaurent,85265,AMX,248,10/7/2014
Pizza Hot,Gamble,85432,AMX,960,10/7/2014
Pizza Hot,Gamble,85265,MA,259,10/7/2014
Pizza Hot,Food and Restaurent,85265,MA,132.02,10/7/2014
Ray's Pizza,Gamble,85265,VISA,248,10/8/2014
Pizza Hot,Gamble,85265,MA,126,10/8/2014
Pizza Hot,Gamble,85265,Discover,480,10/8/2014
Pizza Hot,Gamble,85265,MA,214,10/8/2014
Pizza Hot,Entertainment,85265,Discover,461,10/8/2014
Pizza Hot,Food and Restaurent,85265,Discover,133,10/8/2014
Pizza Hot,Hobby,85265,Discover,1466.52,10/9/2014
Pizza Hot,Food and Restaurent,85265,Discover,294.69,10/9/2014
Ray's Pizza,Food and Restaurent,85121,VISA,248,10/9/2014
Pizza Hot,Gamble,85265,Discover,189,10/9/2014
Pizza Hot,Gamble,85265,Discover,174,10/9/2014
Pizza Hot,Hobby,85265,Discover,337,10/9/2014
Pizza Hot,Hobby,85265,Discover,336,10/9/2014
Pizza Hot,Hobby,85265,Discover,269,10/9/2014
Pizza Hot,Gamble,85265,MA,367,10/10/2014
Pizza Hot,Food and Restaurent,85265,MA,579,10/10/2014
Pizza Hot,Entertainment,85265,Discover,231,10/10/2014
Pizza Hot,Entertainment,85265,Discover,0,10/10/2014
Pizza Hot,Food and Restaurent,85265,Discover,138,10/11/2014
Pizza Hot,Entertainment,85265,VISA,189,10/11/2014
Pizza Hot,Food and Restaurent,85265,MA,1722.05,10/11/2014
Ray's Pizza,Entertainment,85121,Discover,248,10/12/2014
Pizza Hot,Food and Restaurent,85265,MA,1500,10/12/2014
Pizza Hot,Entertainment,85265,VISA,734,10/12/2014
Pizza Hot,Gamble,85265,VISA,0,10/12/2014
Pizza Hot,Food and Restaurent,85265,MA,1137,10/12/2014
Pizza Hot,Entertainment,85265,MA,1213,10/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,191,10/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,187,10/12/2014
Pizza Hot,Hobby,85265,MA,374,10/12/2014
Pizza Hot,Entertainment,85265,MA,442,10/12/2014
Pizza Hot,Entertainment,85265,MA,271.68,10/12/2014
Pizza Hot,Gamble,85265,Discover,0,10/12/2014
Ray's Pizza,Entertainment,85265,Discover,248,10/12/2014
Pizza Hot,Hobby,85265,Discover,181,10/12/2014
Pizza Hot,Hobby,85265,Discover,181,10/12/2014
Ray's Pizza,Entertainment,85121,MA,248,10/12/2014
Ray's Pizza,Hobby,85265,VISA,248,10/12/2014
Pizza Hot,Food and Restaurent,85265,AMX,965,10/12/2014
Pizza Hot,Hobby,85265,Discover,1079.39,10/12/2014
Pizza Hot,Entertainment,85265,Discover,3387,10/12/2014
Pizza Hot,Education,85265,VISA,4919.14,10/12/2014
Pizza Hot,Food and Restaurent,85265,VISA,96,10/12/2014
Ray's Pizza,Hobby,85265,Discover,248,10/12/2014
Ray's Pizza,Food and Restaurent,85265,MA,249.9,10/12/2014
Pizza Hot,Education,85265,MA,1073,10/12/2014
Pizza Hot,Entertainment,85265,MA,1679,10/12/2014
Ray's Pizza,Hobby,85265,MA,250,10/13/2014
Pizza Hot,Food and Restaurent,85265,MA,187,10/13/2014
Pizza Hot,Food and Restaurent,85265,Discover,788,10/13/2014
Pizza Hot,Entertainment,85265,MA,168,10/13/2014
Pizza Hot,Food and Restaurent,85265,MA,453,10/13/2014
Pizza Hot,Food and Restaurent,85265,Discover,747,10/13/2014
Pizza Hot,Education,85265,Discover,958,10/13/2014
Ray's Pizza,Entertainment,85121,AMX,250,10/13/2014
Pizza Hot,Entertainment,85265,AMX,670,10/13/2014
Pizza Hot,Entertainment,85265,VISA,1295.6,10/13/2014
Pizza Hot,Education,85265,MA,571,10/13/2014
Pizza Hot,Gamble,85265,AMX,460,10/13/2014
Ray's Pizza,Food and Restaurent,85265,MA,250,10/13/2014
Pizza Hot,Food and Restaurent,85121,VISA,167,10/13/2014
Pizza Hot,Food and Restaurent,85265,Discover,1111.84,10/13/2014
Pizza Hot,Food and Restaurent,85432,AMX,563,10/13/2014
Pizza Hot,Entertainment,85265,AMX,455,10/13/2014
Pizza Hot,Food and Restaurent,85265,Discover,149,10/13/2014
Ray's Pizza,Entertainment,85265,Discover,250,10/13/2014
Pizza Hot,Food and Restaurent,85265,VISA,233,10/13/2014
Pizza Hot,Food and Restaurent,85265,VISA,207,10/13/2014
Pizza Hot,Food and Restaurent,85265,VISA,365,10/13/2014
Pizza Hot,Food and Restaurent,85265,AMX,89,10/13/2014
Ray's Pizza,Food and Restaurent,85121,MA,250.92,10/13/2014
Pizza Hot,Education,85432,AMX,1197,10/14/2014
Pizza Hot,Gamble,85432,AMX,615,10/14/2014
Pizza Hot,Food and Restaurent,85265,AMX,783,10/14/2014
Pizza Hot,Food and Restaurent,85265,VISA,2726.95,10/14/2014
Pizza Hot,Hobby,85265,VISA,111,10/14/2014
Pizza Hot,Food and Restaurent,85265,Discover,828,10/14/2014
Pizza Hot,Food and Restaurent,85265,Discover,2649,10/14/2014
Pizza Hot,Food and Restaurent,85265,Discover,270,10/14/2014
Pizza Hot,Food and Restaurent,85265,AMX,0,10/14/2014
Pizza Hot,Food and Restaurent,85121,VISA,75,10/14/2014
Pizza Hot,Food and Restaurent,85265,VISA,1254.48,10/14/2014
Pizza Hot,Food and Restaurent,85265,Discover,362,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,352,10/15/2014
Pizza Hot,Food and Restaurent,85265,AMX,506,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,134,10/15/2014
Pizza Hot,Gamble,85265,AMX,1099,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,605,10/15/2014
Pizza Hot,Entertainment,85265,VISA,1150.46,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,567.41,10/15/2014
Ray's Pizza,Food and Restaurent,85121,AMX,251,10/15/2014
Pizza Hot,Vacation,85265,Discover,4595.22,10/15/2014
Pizza Hot,Food and Restaurent,85265,MA,615.96,10/15/2014
Ray's Pizza,Hobby,85121,VISA,251,10/15/2014
Pizza Hot,Food and Restaurent,85265,Discover,439.48,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,406,10/15/2014
Pizza Hot,Food and Restaurent,85265,VISA,604,10/15/2014
Pizza Hot,Entertainment,85265,AMX,735.31,10/16/2014
Pizza Hot,Food and Restaurent,85265,VISA,500,10/16/2014
Ray's Pizza,Food and Restaurent,85265,VISA,251,10/16/2014
Pizza Hot,Entertainment,85265,Discover,202.39,10/17/2014
Ray's Pizza,Entertainment,85265,MA,251.36,10/17/2014
Pizza Hot,Gamble,85265,Discover,2373.43,10/18/2014
Pizza Hot,Food and Restaurent,85265,VISA,256,10/18/2014
Pizza Hot,Entertainment,85265,AMX,187,10/18/2014
Pizza Hot,Food and Restaurent,85265,Discover,51,10/18/2014
Pizza Hot,Food and Restaurent,85432,Discover,1088.16,10/18/2014
Pizza Hot,Food and Restaurent,85265,AMX,1588,10/18/2014
Pizza Hot,Food and Restaurent,85265,AMX,858,10/18/2014
Pizza Hot,Entertainment,85265,Discover,0,10/18/2014
Pizza Hot,Entertainment,85265,AMX,3586.19,10/18/2014
Pizza Hot,Food and Restaurent,85265,MA,332,10/18/2014
Pizza Hot,Gamble,85265,Discover,188.6,10/18/2014
Pizza Hot,Hobby,85265,Discover,1232,10/18/2014
Pizza Hot,Hobby,85265,MA,119,10/18/2014
Pizza Hot,Entertainment,85265,VISA,376,10/18/2014
Pizza Hot,Gamble,85265,VISA,525,10/18/2014
Pizza Hot,Food and Restaurent,85265,MA,295.75,10/19/2014
Pizza Hot,Food and Restaurent,85265,AMX,207,10/19/2014
Pizza Hot,Entertainment,85265,AMX,2172.66,10/19/2014
Pizza Hot,Entertainment,85265,VISA,233,10/19/2014
Pizza Hot,Entertainment,85265,VISA,355,10/19/2014
Ray's Pizza,Entertainment,85265,MA,252,10/19/2014
Ray's Pizza,Food and Restaurent,85265,MA,253,10/19/2014
Ray's Pizza,Food and Restaurent,85265,MA,253,10/19/2014
Pizza Hot,Food and Restaurent,85265,MA,0,10/19/2014
Ray's Pizza,Food and Restaurent,85121,VISA,253,10/19/2014
Pizza Hot,Food and Restaurent,85265,Discover,415.04,10/19/2014
Ray's Pizza,Entertainment,85265,MA,253.44,10/19/2014
Ray's Pizza,Entertainment,85265,MA,254,10/19/2014
Pizza Hot,Gamble,85265,MA,214,10/19/2014
Pizza Hot,Food and Restaurent,85265,MA,364,10/20/2014
Pizza Hot,Food and Restaurent,85265,MA,231,10/20/2014
Pizza Hot,Gamble,85265,VISA,2067.94,10/20/2014
Pizza Hot,Food and Restaurent,85265,Discover,83,10/20/2014
Pizza Hot,Food and Restaurent,85265,Discover,206.85,10/20/2014
Ray's Pizza,Food and Restaurent,85265,VISA,254,10/20/2014
Ray's Pizza,Food and Restaurent,85265,Discover,254,10/20/2014
Pizza Hot,Entertainment,85265,Discover,624.64,10/20/2014
Pizza Hot,Hobby,85265,MA,741,10/20/2014
Pizza Hot,Food and Restaurent,85265,VISA,350,10/20/2014
Pizza Hot,Hobby,85265,VISA,382,10/20/2014
Pizza Hot,Hobby,85265,VISA,167,10/20/2014
Pizza Hot,Hobby,85265,Discover,352,10/20/2014
Pizza Hot,Hobby,85265,VISA,323,10/20/2014
Ray's Pizza,Food and Restaurent,85265,AMX,254.44,10/20/2014
Pizza Hot,Food and Restaurent,85265,Discover,0,10/21/2014
Pizza Hot,Hobby,85265,Discover,401,10/21/2014
Pizza Hot,Hobby,85265,Discover,539.1,10/21/2014
Pizza Hot,Entertainment,85265,Discover,1340,10/21/2014
Pizza Hot,Entertainment,85265,VISA,2672.75,10/21/2014
Pizza Hot,Entertainment,85265,VISA,0,10/21/2014
Pizza Hot,Food and Restaurent,85265,MA,487,10/21/2014
Pizza Hot,Food and Restaurent,85265,VISA,0,10/21/2014
Ray's Pizza,Entertainment,85265,VISA,255,10/21/2014
Pizza Hot,Food and Restaurent,85265,VISA,0,10/21/2014
Pizza Hot,Hobby,85265,Discover,246,10/21/2014
Pizza Hot,Hobby,85265,VISA,506,10/21/2014
Pizza Hot,Entertainment,85265,VISA,67,10/21/2014
Ray's Pizza,Entertainment,85265,MA,255,10/21/2014
Pizza Hot,Hobby,85265,Discover,256,10/21/2014
Pizza Hot,Food and Restaurent,85265,VISA,0,10/21/2014
Pizza Hot,Hobby,85265,Discover,1134,10/21/2014
Ray's Pizza,Entertainment,85265,Discover,255,10/21/2014
Ray's Pizza,Food and Restaurent,85265,MA,255.79,10/21/2014
Ray's Pizza,Food and Restaurent,85265,Discover,256,10/21/2014
Pizza Hot,Education,85265,MA,1823,10/21/2014
Pizza Hot,Food and Restaurent,85265,Discover,113,10/22/2014
Pizza Hot,Hobby,85265,AMX,481,10/22/2014
Pizza Hot,Hobby,85265,VISA,1323,10/22/2014
Pizza Hot,Education,85265,Discover,130,10/22/2014
Pizza Hot,Education,85265,Discover,190,10/22/2014
Pizza Hot,Entertainment,85265,VISA,972.55,10/22/2014
Pizza Hot,Education,85265,Discover,350.09,10/22/2014
Pizza Hot,Gamble,85265,VISA,274,10/22/2014
Pizza Hot,Hobby,85265,MA,240,10/22/2014
Ray's Pizza,Food and Restaurent,85265,MA,256,10/22/2014
Pizza Hot,Entertainment,85265,MA,166,10/22/2014
Pizza Hot,Food and Restaurent,85265,Discover,151,10/22/2014
Pizza Hot,Food and Restaurent,85265,MA,334.65,10/22/2014
Pizza Hot,Food and Restaurent,85265,MA,123,10/22/2014
Pizza Hot,Food and Restaurent,85265,VISA,1174.69,10/22/2014
Pizza Hot,Food and Restaurent,85265,VISA,298,10/22/2014
Pizza Hot,Hobby,85265,Discover,305,10/22/2014
Pizza Hot,Food and Restaurent,85265,VISA,201,10/22/2014
Ray's Pizza,Entertainment,85265,MA,257,10/22/2014
Pizza Hot,Entertainment,85265,MA,142,10/22/2014
Pizza Hot,Food and Restaurent,85265,Discover,373,10/22/2014
Pizza Hot,Food and Restaurent,85265,VISA,1205.24,10/22/2014
Pizza Hot,Food and Restaurent,85265,MA,263,10/22/2014
Pizza Hot,Education,85265,Discover,0,10/22/2014
Ray's Pizza,Food and Restaurent,85121,MA,258.15,10/22/2014
Ray's Pizza,Food and Restaurent,85265,Discover,259,10/22/2014
Ray's Pizza,Food and Restaurent,85265,MA,259.33,10/22/2014
Pizza Hot,Food and Restaurent,85265,MA,4498.76,10/23/2014
Pizza Hot,Food and Restaurent,85265,MA,202,10/23/2014
Pizza Hot,Food and Restaurent,85265,MA,727,10/23/2014
Pizza Hot,Hobby,85265,VISA,523,10/24/2014
Ray's Pizza,Food and Restaurent,85121,Discover,260,10/25/2014
Ray's Pizza,Food and Restaurent,85265,MA,260.51,10/25/2014
Ray's Pizza,Food and Restaurent,85265,MA,260.51,10/25/2014
Ray's Pizza,Hobby,85265,MA,261.68,10/25/2014
Ray's Pizza,Food and Restaurent,85265,MA,261.68,10/25/2014
Pizza Hot,Entertainment,85265,Discover,379.29,10/25/2014
Ray's Pizza,Entertainment,85265,AMX,261.68,10/25/2014
Pizza Hot,Food and Restaurent,85265,MA,359.28,10/25/2014
Pizza Hot,Hobby,85265,Discover,125,10/25/2014
Pizza Hot,Food and Restaurent,85265,MA,77,10/25/2014
Pizza Hot,Entertainment,85265,AMX,621,10/25/2014
Pizza Hot,Food and Restaurent,85265,MA,279,10/25/2014
Pizza Hot,Food and Restaurent,85265,Discover,188,10/25/2014
Pizza Hot,Hobby,85265,MA,209,10/26/2014
Pizza Hot,Hobby,85265,MA,324,10/26/2014
Pizza Hot,Food and Restaurent,85265,AMX,799,10/26/2014
Pizza Hot,Hobby,85265,MA,382,10/26/2014
Pizza Hot,Hobby,85265,MA,276,10/26/2014
Pizza Hot,Food and Restaurent,85265,VISA,97,10/26/2014
Pizza Hot,Hobby,85265,AMX,136.69,10/26/2014
Pizza Hot,Food and Restaurent,85265,Discover,122,10/26/2014
Pizza Hot,Education,85265,Discover,254,10/26/2014
Pizza Hot,Food and Restaurent,85265,MA,365,10/26/2014
Pizza Hot,Food and Restaurent,85265,MA,221,10/26/2014
Ray's Pizza,Food and Restaurent,85265,Discover,262,10/26/2014
Ray's Pizza,Hobby,85265,MA,263,10/26/2014
Ray's Pizza,Entertainment,85265,Discover,264,10/26/2014
Pizza Hot,Food and Restaurent,85265,VISA,80,10/26/2014
Pizza Hot,Entertainment,85265,Discover,1451.05,10/26/2014
Ray's Pizza,Hobby,85121,VISA,264,10/26/2014
Pizza Hot,Food and Restaurent,85265,MA,323.5,10/26/2014
Ray's Pizza,Food and Restaurent,85265,MA,264.37,10/26/2014
Pizza Hot,Entertainment,85265,Discover,298,10/26/2014
Pizza Hot,Education,85265,Discover,214,10/26/2014
Ray's Pizza,Hobby,85121,Discover,265,10/26/2014
Ray's Pizza,Food and Restaurent,85265,Discover,265,10/26/2014
Ray's Pizza,Food and Restaurent,85265,MA,265,10/26/2014
Ray's Pizza,Food and Restaurent,85265,AMX,265,10/26/2014
Ray's Pizza,Food and Restaurent,85265,MA,266,10/26/2014
Pizza Hot,Education,85265,MA,177,10/26/2014
Pizza Hot,Hobby,85265,MA,441,10/27/2014
Pizza Hot,Food and Restaurent,85265,MA,493.9,10/27/2014
Pizza Hot,Food and Restaurent,85265,MA,143,10/27/2014
Pizza Hot,Entertainment,85265,MA,622.27,10/27/2014
Pizza Hot,Gamble,85265,MA,652,10/27/2014
